Book,Chapter,Verse,Citations
Jacob,5,43,7
Jacob,5,42,7
Doctrine and Covenants,20,27,7
Doctrine and Covenants,20,26,7
Doctrine and Covenants,20,25,7
Doctrine and Covenants,76,66,7
Doctrine and Covenants,76,65,7
Doctrine and Covenants,76,51,7
Doctrine and Covenants,101,78,7
Doctrine and Covenants,25,12,7
Doctrine and Covenants,27,13,7
1 Corinthians,15,41,7
Jacob,5,23,7
Jacob,5,22,7
Jacob,5,21,7
Jacob,5,20,7
Jacob,5,19,7
1 Nephi,13,40,7
Doctrine and Covenants,20,48,7
Matthew,14,16,7
Matthew,14,15,7
Jacob,5,11,7
Jacob,5,10,7
Jacob,5,9,7
Jacob,5,39,7
Jacob,5,38,7
Jacob,5,37,7
Doctrine and Covenants,109,14,7
Doctrine and Covenants,109,11,7
Matthew,5,11,7
Doctrine and Covenants,20,5,7
Jacob,5,49,7
Jacob,5,1,7
Alma,42,10,7
Doctrine and Covenants,131,4,7
Doctrine and Covenants,130,21,7
Daniel,2,44,7
Jacob,5,18,7
1 Corinthians,15,40,7
John,17,23,7
Doctrine and Covenants,138,14,7
Doctrine and Covenants,138,12,7
Moroni,7,31,7
Moroni,7,30,7
Abraham,3,23,7
Jacob,5,17,7
Jacob,5,16,7
Jacob,5,15,7
Jacob,5,14,7
Jacob,5,13,7
Jacob,5,12,7
Jacob,5,48,7
Doctrine and Covenants,19,15,7
Jacob,5,32,7
Doctrine and Covenants,107,20,7
Jeremiah,1,5,7
Doctrine and Covenants,76,101,7
Doctrine and Covenants,76,96,7
Ephesians,2,20,7
Jacob,5,53,7
Jacob,5,52,7
Jacob,5,51,7
Jacob,5,50,7
Doctrine and Covenants,18,36,7
Doctrine and Covenants,18,35,7
John,21,16,7
Jacob,5,24,7
Moses,7,32,7
Doctrine and Covenants,138,19,7
3 Nephi,17,15,7
Doctrine and Covenants,20,74,7
Doctrine and Covenants,20,71,7
Doctrine and Covenants,20,69,7
Moses,1,1,7
1 Peter,2,9,7
Luke,22,43,7
Doctrine and Covenants,76,93,7
Doctrine and Covenants,76,92,7
Doctrine and Covenants,76,88,7
Doctrine and Covenants,76,87,7
Doctrine and Covenants,76,86,7
Jacob,5,35,7
Jacob,5,34,7
Moses,7,62,7
Jacob,5,33,7
Doctrine and Covenants,76,80,6
Doctrine and Covenants,76,81,6
Doctrine and Covenants,107,23,6
John,1,2,6
John,1,3,6
Doctrine and Covenants,76,85,6
Doctrine and Covenants,76,90,6
Doctrine and Covenants,76,91,6
1 Corinthians,13,3,6
John,20,15,6
John,20,16,6
Doctrine and Covenants,18,14,6
Romans,8,32,6
Romans,8,33,6
Romans,8,34,6
Alma,58,11,6
1 Corinthians,13,8,6
Romans,8,11,6
Romans,8,14,6
Alma,34,27,6
Alma,34,29,6
Moroni,7,35,6
Moroni,7,36,6
1 Nephi,15,36,6
Doctrine and Covenants,50,22,6
Doctrine and Covenants,109,1,6
Alma,5,45,6
Alma,5,48,6
Alma,5,27,6
Doctrine and Covenants,76,63,6
Joseph Smith—History,1,18,6
Doctrine and Covenants,138,41,6
Colossians,2,7,6
Doctrine and Covenants,76,67,6
Doctrine and Covenants,76,68,6
Doctrine and Covenants,76,71,6
Doctrine and Covenants,76,72,6
Doctrine and Covenants,76,73,6
Doctrine and Covenants,76,74,6
Alma,5,38,6
Alma,37,37,6
Doctrine and Covenants,20,8,6
Doctrine and Covenants,20,10,6
Doctrine and Covenants,20,12,6
Doctrine and Covenants,20,13,6
Doctrine and Covenants,20,14,6
Doctrine and Covenants,20,15,6
Alma,5,34,6
Alma,5,9,6
Matthew,6,12,6
Doctrine and Covenants,76,76,6
1 Corinthians,13,6,6
John,19,26,6
Doctrine and Covenants,138,37,6
Joseph Smith—History,1,20,6
Joseph Smith—History,1,28,6
Doctrine and Covenants,20,16,6
2 Nephi,10,23,6
2 Nephi,9,41,6
Moses,6,56,6
Moses,6,65,6
Moses,6,68,6
1 Nephi,15,14,6
Doctrine and Covenants,109,4,6
Matthew,7,21,6
Joseph Smith—History,1,34,6
Joseph Smith—History,1,38,6
Doctrine and Covenants,138,35,6
Doctrine and Covenants,138,15,6
Doctrine and Covenants,138,16,6
Doctrine and Covenants,138,18,6
Doctrine and Covenants,138,20,6
Doctrine and Covenants,138,21,6
Mosiah,2,24,6
Mosiah,2,36,6
2 Nephi,9,14,6
2 Nephi,9,15,6
Matthew,13,16,6
Matthew,5,5,6
Joseph Smith—History,1,71,6
Joshua,3,5,6
Doctrine and Covenants,93,33,6
Moroni,7,10,6
Moroni,7,32,6
Alma,12,30,6
Matthew,14,17,6
Matthew,14,18,6
Matthew,14,19,6
Matthew,14,20,6
2 Nephi,9,8,6
2 Nephi,9,9,6
2 Nephi,28,22,6
1 Nephi,14,12,6
Abraham,3,28,6
Alma,42,26,6
Alma,34,21,6
Alma,12,10,6
Alma,12,14,6
Doctrine and Covenants,107,30,6
Doctrine and Covenants,25,13,6
Doctrine and Covenants,101,22,6
Doctrine and Covenants,104,15,6
1 Nephi,11,36,6
1 Nephi,11,18,6
1 Nephi,11,19,6
2 Nephi,9,20,6
Moses,6,32,6
Mosiah,3,11,6
Genesis,17,5,6
Doctrine and Covenants,76,50,6
Daniel,2,45,6
Doctrine and Covenants,130,20,6
John,17,4,6
Alma,42,29,6
Doctrine and Covenants,128,9,6
Doctrine and Covenants,128,19,6
Doctrine and Covenants,109,30,6
Doctrine and Covenants,109,31,6
Doctrine and Covenants,109,32,6
Matthew,4,19,6
2 Peter,1,3,6
2 Peter,1,5,6
2 Peter,1,6,6
2 Peter,1,7,6
Doctrine and Covenants,93,20,6
Doctrine and Covenants,93,21,6
Moroni,7,40,6
Moroni,7,11,6
Moroni,6,3,6
Alma,34,39,6
Doctrine and Covenants,76,57,6
Doctrine and Covenants,76,58,6
Doctrine and Covenants,76,60,6
Doctrine and Covenants,76,61,6
Doctrine and Covenants,20,45,6
Mark,10,21,6
Doctrine and Covenants,109,33,6
Doctrine and Covenants,109,34,6
Doctrine and Covenants,109,35,6
Doctrine and Covenants,109,36,6
Doctrine and Covenants,109,37,6
Doctrine and Covenants,109,27,6
Doctrine and Covenants,109,28,6
Doctrine and Covenants,109,29,6
1 Corinthians,15,55,6
Luke,2,7,6
Luke,2,10,6
Luke,2,11,6
Doctrine and Covenants,121,26,6
Doctrine and Covenants,121,37,6
Deuteronomy,6,5,6
Romans,6,4,6
John,4,30,6
John,5,5,6
John,5,6,6
John,5,7,6
1 Nephi,16,29,6
1 Nephi,16,23,6
Moses,6,53,6
Moses,6,54,6
Matthew,14,25,6
Matthew,16,15,6
Moroni,7,2,6
2 Corinthians,1,3,6
Doctrine and Covenants,38,30,6
John,14,23,6
Doctrine and Covenants,109,38,6
Doctrine and Covenants,109,40,6
Doctrine and Covenants,109,41,6
Doctrine and Covenants,109,42,6
Doctrine and Covenants,109,43,6
Doctrine and Covenants,109,44,6
Doctrine and Covenants,109,45,6
Doctrine and Covenants,109,46,6
2 Timothy,3,5,6
Doctrine and Covenants,121,3,6
Doctrine and Covenants,121,4,6
Doctrine and Covenants,42,61,6
Mormon,8,35,6
Doctrine and Covenants,25,3,6
Doctrine and Covenants,46,13,6
Doctrine and Covenants,6,34,6
Doctrine and Covenants,6,37,6
Mark,4,39,6
Mark,4,40,6
Mark,5,31,6
Mark,5,34,6
2 Timothy,1,7,6
Doctrine and Covenants,76,39,6
Helaman,3,29,6
John,14,17,6
Doctrine and Covenants,76,29,6
Mosiah,27,31,6
Revelation,7,14,6
Psalms,82,6,6
Doctrine and Covenants,20,81,6
Doctrine and Covenants,20,82,6
Doctrine and Covenants,20,83,6
Doctrine and Covenants,20,84,6
Doctrine and Covenants,107,31,6
1 Nephi,8,21,6
1 Nephi,8,22,6
Matthew,21,9,6
Matthew,16,17,6
Matthew,16,19,6
Doctrine and Covenants,20,63,6
Doctrine and Covenants,20,64,6
Moroni,10,16,6
Moroni,10,17,6
Psalms,147,3,6
Mosiah,26,29,6
Doctrine and Covenants,76,16,6
Doctrine and Covenants,76,17,6
1 Nephi,11,27,6
Doctrine and Covenants,46,14,6
1 Nephi,17,41,6
Alma,13,28,6
Doctrine and Covenants,20,36,6
Doctrine and Covenants,20,39,6
Doctrine and Covenants,20,40,6
1 Nephi,11,16,6
1 Nephi,8,20,6
Doctrine and Covenants,76,26,6
Doctrine and Covenants,109,77,6
3 Nephi,27,22,6
Helaman,14,17,6
Helaman,14,30,6
3 Nephi,9,15,6
1 Nephi,8,25,6
Galatians,3,27,6
Galatians,5,23,6
Galatians,6,2,6
Genesis,1,26,6
3 Nephi,27,11,6
Doctrine and Covenants,1,11,6
Doctrine and Covenants,1,13,6
Luke,10,36,6
Isaiah,5,20,6
Alma,32,26,6
Doctrine and Covenants,76,113,6
Moroni,10,9,6
Moroni,10,10,6
Moroni,10,11,6
2 Corinthians,12,10,6
Alma,34,34,6
John,3,5,6
Doctrine and Covenants,20,62,6
2 Nephi,2,22,6
Doctrine and Covenants,20,41,6
Doctrine and Covenants,20,43,6
Doctrine and Covenants,20,44,6
Alma,7,15,6
Alma,36,7,6
2 Nephi,2,1,6
Doctrine and Covenants,76,2,6
Doctrine and Covenants,76,3,6
Doctrine and Covenants,76,4,6
Luke,15,9,6
Luke,15,10,6
Alma,41,14,6
1 Nephi,8,5,6
1 Nephi,8,14,6
Doctrine and Covenants,59,8,6
Mark,1,41,6
Doctrine and Covenants,76,7,6
Alma,36,11,6
James,1,2,6
James,1,3,6
Doctrine and Covenants,76,10,6
Doctrine and Covenants,76,110,6
Doctrine and Covenants,76,112,6
Alma,42,4,6
Doctrine and Covenants,68,4,6
Alma,32,14,6
Alma,32,15,6
Alma,26,35,6
Isaiah,29,13,6
Isaiah,29,14,6
Mosiah,16,9,6
Doctrine and Covenants,1,5,6
Doctrine and Covenants,84,45,6
Doctrine and Covenants,59,10,6
Moses,5,12,6
2 Nephi,2,5,6
Moses,4,4,6
Doctrine and Covenants,88,11,6
Jacob,5,73,6
Matthew,26,37,6
Matthew,26,38,6
Matthew,26,42,6
Doctrine and Covenants,20,65,6
Doctrine and Covenants,20,66,6
Alma,36,9,6
Alma,36,10,6
Jacob,5,74,6
Jacob,5,76,6
Jacob,5,77,6
Hebrews,12,6,6
Mosiah,5,8,6
Alma,23,6,6
Isaiah,53,6,6
Isaiah,53,7,6
Doctrine and Covenants,1,8,6
Doctrine and Covenants,1,18,6
Doctrine and Covenants,1,19,6
John,10,16,6
3 Nephi,18,16,6
Doctrine and Covenants,78,17,6
Luke,22,41,6
3 Nephi,18,5,6
Luke,24,28,6
Luke,24,30,6
Luke,24,31,6
Malachi,4,2,6
Malachi,4,6,6
3 Nephi,12,16,6
3 Nephi,18,6,6
3 Nephi,18,8,6
3 Nephi,18,9,6
Doctrine and Covenants,20,67,6
Doctrine and Covenants,20,68,6
Doctrine and Covenants,20,70,6
Doctrine and Covenants,20,72,6
2 Kings,5,2,6
2 Kings,5,3,6
3 Nephi,17,13,6
3 Nephi,17,14,6
3 Nephi,17,19,6
3 Nephi,18,20,6
Doctrine and Covenants,45,32,6
2 Kings,5,8,6
Doctrine and Covenants,61,36,6
3 Nephi,18,25,6
Doctrine and Covenants,64,32,6
Doctrine and Covenants,65,2,6
Doctrine and Covenants,84,18,6
Matthew,26,26,6
Doctrine and Covenants,20,80,6
Moroni,10,12,6
Moroni,10,13,6
Moroni,10,14,6
Moroni,10,15,6
Moses,1,14,6
Moses,1,15,6
Doctrine and Covenants,4,5,6
Alma,34,13,6
Hebrews,11,6,6
Hebrews,11,13,6
Doctrine and Covenants,20,60,6
1 Nephi,21,16,6
John,9,2,6
John,9,3,6
3 Nephi,17,5,6
Isaiah,54,10,6
Isaiah,55,8,6
Isaiah,55,9,6
Alma,26,12,6
Isaiah,40,29,6
Luke,24,6,6
Luke,24,16,6
3 Nephi,17,8,6
Doctrine and Covenants,76,108,6
Doctrine and Covenants,76,83,6
Doctrine and Covenants,76,84,6
Romans,8,25,6
Romans,8,26,6
Acts,3,19,6
John,21,17,6
Ephesians,4,11,6
Doctrine and Covenants,76,97,6
Doctrine and Covenants,76,98,6
Doctrine and Covenants,76,99,6
Doctrine and Covenants,76,100,6
1 Corinthians,13,1,6
Doctrine and Covenants,76,109,6
Doctrine and Covenants,76,78,6
Doctrine and Covenants,76,102,6
Doctrine and Covenants,76,103,6
Doctrine and Covenants,76,104,6
Doctrine and Covenants,76,105,6
Doctrine and Covenants,76,106,6
Doctrine and Covenants,76,107,6
Romans,10,17,5
Romans,8,24,5
Romans,8,23,5
Romans,8,21,5
Romans,8,20,5
Doctrine and Covenants,107,88,5
Romans,8,29,5
Romans,8,30,5
Ephesians,2,21,5
Ether,3,14,5
Ether,12,6,5
Doctrine and Covenants,138,51,5
Doctrine and Covenants,138,52,5
Enos,1,2,5
Doctrine and Covenants,138,43,5
Doctrine and Covenants,138,44,5
Doctrine and Covenants,138,45,5
Doctrine and Covenants,138,46,5
Doctrine and Covenants,138,47,5
Doctrine and Covenants,138,48,5
Doctrine and Covenants,138,49,5
2 Kings,5,7,5
Moses,1,21,5
Moses,1,22,5
Doctrine and Covenants,84,26,5
Doctrine and Covenants,84,27,5
Doctrine and Covenants,109,67,5
Doctrine and Covenants,109,68,5
3 Nephi,18,21,5
Doctrine and Covenants,84,17,5
Matthew,26,27,5
1 Peter,1,19,5
Doctrine and Covenants,1,34,5
Alma,1,30,5
Moses,1,25,5
Moses,1,26,5
John,9,1,5
Doctrine and Covenants,109,61,5
Doctrine and Covenants,109,62,5
Doctrine and Covenants,109,63,5
Doctrine and Covenants,109,64,5
Doctrine and Covenants,109,65,5
Luke,24,27,5
Malachi,4,5,5
3 Nephi,18,10,5
2 Kings,5,1,5
3 Nephi,18,15,5
Luke,24,23,5
Doctrine and Covenants,109,66,5
Doctrine and Covenants,84,41,5
Doctrine and Covenants,84,42,5
Doctrine and Covenants,45,27,5
2 Kings,5,6,5
John,9,5,5
John,10,11,5
John,10,15,5
Isaiah,43,1,5
Doctrine and Covenants,76,117,5
Doctrine and Covenants,76,118,5
Doctrine and Covenants,76,119,5
1 Nephi,3,29,5
1 Nephi,3,31,5
Luke,22,32,5
Luke,22,39,5
Doctrine and Covenants,3,8,5
3 Nephi,18,4,5
Doctrine and Covenants,109,69,5
Doctrine and Covenants,109,59,5
Doctrine and Covenants,109,60,5
Moses,4,1,5
Doctrine and Covenants,84,39,5
Jacob,3,1,5
Jacob,3,2,5
Jacob,4,7,5
John,11,33,5
Alma,41,2,5
Alma,41,5,5
Luke,19,1,5
Luke,19,2,5
Luke,19,3,5
Luke,19,4,5
Luke,19,5,5
Alma,41,6,5
Alma,41,7,5
Alma,40,3,5
Doctrine and Covenants,84,119,5
2 Nephi,2,10,5
2 Nephi,2,12,5
Doctrine and Covenants,45,52,5
2 Kings,5,4,5
2 Kings,5,5,5
Matthew,26,28,5
Matthew,26,30,5
Matthew,26,36,5
Matthew,26,40,5
Matthew,26,41,5
Matthew,26,43,5
Doctrine and Covenants,1,7,5
Mosiah,4,30,5
Mosiah,5,4,5
Hebrews,12,1,5
James,1,17,5
Doctrine and Covenants,76,11,5
Doctrine and Covenants,76,13,5
John,13,5,5
Alma,32,22,5
Alma,27,27,5
1 Nephi,3,15,5
3 Nephi,21,6,5
3 Nephi,20,25,5
Doctrine and Covenants,1,27,5
Doctrine and Covenants,1,6,5
Doctrine and Covenants,84,47,5
Mosiah,4,26,5
John,6,12,5
Moses,6,31,5
Moses,5,9,5
1 Nephi,8,3,5
1 Nephi,8,4,5
1 Nephi,8,6,5
1 Nephi,8,7,5
1 Nephi,8,9,5
1 Nephi,8,13,5
Alma,22,14,5
Alma,22,15,5
Alma,40,12,5
2 Nephi,2,3,5
2 Nephi,3,12,5
Doctrine and Covenants,76,116,5
Alma,7,24,5
Matthew,26,44,5
James,1,4,5
James,1,6,5
Alma,36,29,5
Alma,36,30,5
Alma,36,6,5
Alma,36,8,5
2 Nephi,2,28,5
2 Corinthians,5,20,5
Mosiah,18,11,5
Mosiah,18,12,5
Luke,11,9,5
3 Nephi,22,10,5
Alma,42,1,5
Alma,42,2,5
Mosiah,15,9,5
Doctrine and Covenants,76,114,5
Doctrine and Covenants,76,115,5
1 Nephi,8,16,5
Doctrine and Covenants,1,9,5
Doctrine and Covenants,1,10,5
Doctrine and Covenants,109,75,5
John,13,14,5
John,13,15,5
Alma,41,11,5
Mosiah,18,26,5
Mosiah,18,30,5
Matthew,26,53,5
Alma,34,30,5
Alma,34,35,5
John,3,3,5
John,4,5,5
2 Nephi,2,21,5
Matthew,19,21,5
Alma,7,10,5
Mark,2,27,5
1 Nephi,8,29,5
Mosiah,4,10,5
Alma,33,19,5
Alma,33,20,5
Galatians,3,28,5
John,5,19,5
John,6,5,5
John,6,7,5
John,6,8,5
Alma,32,10,5
Alma,32,11,5
Numbers,21,6,5
Numbers,21,8,5
Numbers,21,9,5
3 Nephi,27,9,5
Mosiah,4,14,5
1 Nephi,17,40,5
1 Nephi,8,37,5
1 Nephi,11,30,5
Mosiah,4,2,5
Doctrine and Covenants,76,19,5
Doctrine and Covenants,76,20,5
Doctrine and Covenants,76,21,5
Doctrine and Covenants,76,25,5
Doctrine and Covenants,76,27,5
Luke,7,13,5
Doctrine and Covenants,109,78,5
Doctrine and Covenants,109,80,5
Mosiah,23,18,5
Mosiah,23,21,5
Alma,30,17,5
Matthew,20,28,5
Matthew,22,35,5
Matthew,16,18,5
Doctrine and Covenants,46,8,5
Moroni,10,18,5
Moroni,8,12,5
Moroni,9,25,5
1 John,4,8,5
Doctrine and Covenants,76,15,5
Doctrine and Covenants,76,38,5
Luke,4,16,5
Luke,4,17,5
Luke,4,19,5
Doctrine and Covenants,76,18,5
1 Nephi,11,26,5
Mosiah,4,13,5
John,14,7,5
Doctrine and Covenants,76,28,5
Doctrine and Covenants,76,1,5
Revelation,7,13,5
Revelation,7,15,5
Revelation,7,16,5
Doctrine and Covenants,21,1,5
Doctrine and Covenants,25,4,5
Doctrine and Covenants,25,8,5
Doctrine and Covenants,25,11,5
Doctrine and Covenants,107,49,5
Mark,2,13,5
Mark,2,14,5
Mark,2,17,5
Doctrine and Covenants,109,55,5
2 Nephi,4,21,5
Doctrine and Covenants,46,11,5
Doctrine and Covenants,109,56,5
Doctrine and Covenants,109,57,5
Doctrine and Covenants,109,58,5
Mark,4,35,5
Mark,4,36,5
Doctrine and Covenants,109,48,5
John,15,7,5
Doctrine and Covenants,76,44,5
Doctrine and Covenants,76,45,5
Doctrine and Covenants,76,14,5
1 John,4,16,5
Revelation,3,15,5
Revelation,3,16,5
Revelation,3,20,5
Alma,32,13,5
Doctrine and Covenants,109,52,5
Doctrine and Covenants,109,53,5
Doctrine and Covenants,109,54,5
Doctrine and Covenants,109,47,5
Doctrine and Covenants,112,13,5
Doctrine and Covenants,42,45,5
Alma,11,37,5
John,1,14,5
John,1,29,5
John,1,39,5
John,1,41,5
John,1,42,5
Alma,34,38,5
4 Nephi,1,2,5
John,15,6,5
Doctrine and Covenants,46,9,5
2 Nephi,4,35,5
Mormon,9,13,5
2 Corinthians,1,4,5
Doctrine and Covenants,101,3,5
Doctrine and Covenants,93,14,5
Doctrine and Covenants,93,15,5
Doctrine and Covenants,93,16,5
Doctrine and Covenants,93,17,5
1 John,3,2,5
1 Corinthians,15,52,5
Doctrine and Covenants,76,31,5
Doctrine and Covenants,76,32,5
John,15,1,5
Doctrine and Covenants,109,49,5
Doctrine and Covenants,109,50,5
Doctrine and Covenants,109,51,5
Matthew,3,17,5
Mark,9,23,5
Mark,9,24,5
1 Corinthians,15,54,5
Doctrine and Covenants,122,6,5
Luke,2,14,5
Doctrine and Covenants,121,28,5
Helaman,5,9,5
Revelation,12,10,5
Revelation,14,6,5
Moroni,7,1,5
John,6,11,5
John,4,39,5
Moses,6,33,5
Matthew,14,24,5
Matthew,14,26,5
Mark,12,30,5
2 Nephi,33,1,5
Matthew,4,4,5
Matthew,4,10,5
Matthew,4,20,5
2 Peter,1,8,5
Mosiah,3,20,5
Doctrine and Covenants,76,37,5
Moroni,7,39,5
Alma,34,41,5
Alma,36,2,5
Alma,34,20,5
Doctrine and Covenants,76,30,5
John,5,9,5
Mark,12,43,5
Mark,12,44,5
2 Nephi,9,22,5
1 Nephi,11,28,5
1 Nephi,11,29,5
Mosiah,3,5,5
Mosiah,3,8,5
Mosiah,3,12,5
Doctrine and Covenants,76,47,5
Doctrine and Covenants,76,48,5
Doctrine and Covenants,76,49,5
John,15,14,5
John,15,26,5
Doctrine and Covenants,76,33,5
Doctrine and Covenants,76,34,5
Doctrine and Covenants,76,35,5
Doctrine and Covenants,76,36,5
Mark,10,52,5
Doctrine and Covenants,132,8,5
Doctrine and Covenants,132,23,5
Doctrine and Covenants,132,46,5
Daniel,2,34,5
Daniel,2,35,5
1 Corinthians,15,9,5
1 Corinthians,15,23,5
Alma,12,9,5
Alma,12,11,5
Doctrine and Covenants,107,1,5
Doctrine and Covenants,107,2,5
Doctrine and Covenants,107,3,5
Doctrine and Covenants,93,28,5
Doctrine and Covenants,84,48,5
1 Nephi,11,24,5
Matthew,5,13,5
2 Nephi,9,7,5
Matthew,14,21,5
2 Nephi,9,29,5
2 Nephi,9,39,5
Doctrine and Covenants,84,62,5
Mosiah,2,22,5
Doctrine and Covenants,138,7,5
Doctrine and Covenants,138,8,5
Doctrine and Covenants,138,9,5
Doctrine and Covenants,138,10,5
Doctrine and Covenants,138,11,5
Doctrine and Covenants,138,13,5
Alma,42,27,5
John,17,11,5
John,17,16,5
John,17,17,5
Matthew,13,22,5
Matthew,14,13,5
Matthew,14,14,5
2 Nephi,9,23,5
Joshua,24,15,5
Doctrine and Covenants,93,36,5
Doctrine and Covenants,25,15,5
Doctrine and Covenants,25,1,5
Job,38,4,5
Job,38,5,5
Doctrine and Covenants,138,2,5
Doctrine and Covenants,138,3,5
Doctrine and Covenants,138,5,5
Doctrine and Covenants,138,6,5
Genesis,17,6,5
2 Nephi,9,6,5
Mosiah,2,11,5
Doctrine and Covenants,109,3,5
Doctrine and Covenants,138,24,5
Doctrine and Covenants,138,25,5
Doctrine and Covenants,138,26,5
Doctrine and Covenants,138,27,5
Doctrine and Covenants,138,28,5
Doctrine and Covenants,138,36,5
Doctrine and Covenants,138,22,5
Doctrine and Covenants,138,23,5
1 Nephi,12,17,5
Matthew,5,25,5
2 Nephi,9,13,5
2 Nephi,9,16,5
2 Nephi,9,17,5
2 Nephi,9,19,5
Matthew,5,39,5
Doctrine and Covenants,76,46,5
1 Corinthians,15,29,5
1 Corinthians,15,4,5
1 Corinthians,13,7,5
John,19,27,5
John,19,30,5
Ether,12,41,5
Alma,53,20,5
Doctrine and Covenants,138,38,5
Doctrine and Covenants,138,39,5
2 Nephi,9,24,5
Doctrine and Covenants,84,106,5
Moses,6,63,5
Moses,6,66,5
Moses,6,67,5
Matthew,7,15,5
Matthew,7,16,5
1 Nephi,15,23,5
Doctrine and Covenants,50,17,5
Doctrine and Covenants,50,18,5
Alma,5,49,5
Moroni,7,38,5
Doctrine and Covenants,107,5,5
1 Samuel,17,37,5
Doctrine and Covenants,138,50,5
Joseph Smith—History,1,9,5
Doctrine and Covenants,138,40,5
Matthew,7,22,5
Alma,5,59,5
Alma,5,60,5
Alma,5,6,5
1 Corinthians,15,19,5
Romans,8,8,5
Romans,8,9,5
Romans,8,10,5
Romans,8,12,5
Romans,8,13,5
Job,38,6,5
Alma,13,7,5
Jeremiah,31,33,5
Alma,12,15,5
Alma,34,26,5
Moroni,7,37,5
Matthew,5,43,5
Moses,7,28,5
Doctrine and Covenants,50,21,5
Matthew,7,14,5
Romans,8,19,5
Romans,8,22,5
1 Corinthians,13,2,5
Doctrine and Covenants,107,21,5
Doctrine and Covenants,107,25,5
1 Corinthians,12,7,5
John,20,13,5
John,20,14,5
Genesis,25,33,5
Doctrine and Covenants,107,91,5
Doctrine and Covenants,107,92,5
2 Nephi,26,28,5
Matthew,7,1,5
2 Nephi,25,13,5
Doctrine and Covenants,18,34,5
Doctrine and Covenants,107,87,5
3 Nephi,17,4,5
Luke,24,22,5
Luke,24,15,5
Luke,24,17,5
Luke,24,18,5
Doctrine and Covenants,109,70,5
Doctrine and Covenants,109,71,5
Doctrine and Covenants,109,72,5
Doctrine and Covenants,109,73,5
Doctrine and Covenants,109,74,5
1 Corinthians,2,9,5
Romans,8,27,5
Acts,3,20,5
Acts,3,6,5
Acts,3,7,5
Enos,1,27,5
Romans,13,12,4
Esther,4,16,4
John,21,4,4
Acts,4,10,4
Enos,1,9,4
Acts,3,4,4
1 John,2,6,4
Romans,3,23,4
1 Corinthians,15,42,4
Helaman,8,15,4
Helaman,5,44,4
Helaman,5,7,4
Helaman,5,6,4
Helaman,3,34,4
Helaman,3,30,4
1 John,4,10,4
Psalms,46,10,4
Psalms,16,11,4
Proverbs,3,7,4
Revelation,12,8,4
Revelation,12,7,4
Mosiah,26,3,4
Abraham,4,26,4
Joseph Smith—History,1,30,4
Exodus,28,36,4
Exodus,19,5,4
Exodus,4,12,4
Alma,53,21,4
John,20,2,4
John,20,1,4
John,19,25,4
John,19,17,4
John,17,26,4
Joseph Smith—History,1,5,4
Articles of Faith,1,10,4
Articles of Faith,1,9,4
Articles of Faith,1,5,4
Articles of Faith,1,1,4
Doctrine and Covenants,137,7,4
Doctrine and Covenants,132,24,4
Daniel,3,15,4
Abraham,3,19,4
John,17,19,4
John,17,18,4
John,17,15,4
John,17,14,4
John,17,13,4
Alma,42,28,4
Doctrine and Covenants,138,4,4
Joshua,1,9,4
Joseph Smith—Matthew,1,22,4
Joseph Smith—History,1,37,4
Joseph Smith—History,1,36,4
Joseph Smith—History,1,31,4
Luke,2,2,4
Leviticus,19,18,4
Doctrine and Covenants,128,20,4
Doctrine and Covenants,128,17,4
Doctrine and Covenants,128,1,4
Doctrine and Covenants,124,39,4
Alma,42,31,4
Alma,42,30,4
John,17,5,4
John,17,24,4
Daniel,3,18,4
Daniel,3,17,4
Doctrine and Covenants,130,19,4
Luke,2,6,4
Doctrine and Covenants,138,1,4
Doctrine and Covenants,137,8,4
Doctrine and Covenants,121,5,4
Luke,2,46,4
Luke,2,40,4
Doctrine and Covenants,112,30,4
Doctrine and Covenants,112,28,4
John,15,2,4
Deuteronomy,6,7,4
Doctrine and Covenants,121,27,4
Luke,2,13,4
Luke,2,12,4
Luke,2,9,4
Luke,2,8,4
Doctrine and Covenants,122,5,4
Luke,2,5,4
Luke,2,4,4
Luke,2,3,4
Luke,4,21,4
Luke,7,15,4
Luke,7,14,4
John,14,2,4
John,14,1,4
John,15,8,4
Deuteronomy,31,6,4
4 Nephi,1,13,4
4 Nephi,1,11,4
4 Nephi,1,10,4
4 Nephi,1,9,4
4 Nephi,1,8,4
4 Nephi,1,7,4
4 Nephi,1,5,4
3 Nephi,27,29,4
Doctrine and Covenants,121,6,4
3 Nephi,26,14,4
Luke,8,25,4
Luke,8,3,4
Luke,8,2,4
Alma,41,13,4
Alma,41,8,4
Ezekiel,34,4,4
Acts,10,35,4
John,14,19,4
3 Nephi,27,10,4
3 Nephi,27,4,4
3 Nephi,27,3,4
3 Nephi,27,2,4
3 Nephi,27,1,4
3 Nephi,28,23,4
3 Nephi,28,10,4
3 Nephi,21,1,4
3 Nephi,21,7,4
Ezekiel,37,16,4
Alma,42,3,4
John,13,4,4
John,12,32,4
John,11,44,4
John,11,43,4
Luke,14,27,4
3 Nephi,21,5,4
3 Nephi,21,4,4
Luke,10,29,4
Luke,10,25,4
3 Nephi,25,2,4
Luke,9,23,4
Luke,8,50,4
Alma,40,5,4
Doctrine and Covenants,1,26,4
Doctrine and Covenants,1,25,4
Luke,19,7,4
Luke,19,6,4
Alma,41,3,4
Alma,41,1,4
John,11,39,4
John,11,34,4
John,11,21,4
Alma,40,26,4
